modelo_id,macro_regiao,outcome,exposure,rr_p05,rr_p05_low,rr_p05_high,rr_p95,rr_p95_low,rr_p95_high,cen,p05_val,p50_val,p95_val,p_association,p_method,family,dispersion,alerta_convergencia,rr_explosivo,modelo_invalido,lb_pvalue,lb_statistic,acf_lag1,acf_lag7,acf_lag14,n_obs,df_exp,df_lag,lag_max,p_fdr_p05,p_p05,p_p95,classificacao,contraste,posterior_mean,posterior_sd,ci95_lower,ci95_upper,prob_rr_gt_1,prob_rr_gt_110,mu_hat,tau_hat,rr_posterior_p05,rr_posterior_p95,cr95_lower_p05,cr95_upper_p05
baixada_litoranea_obitos_i60_i69_temp_med,Baixada Litoranea,obitos_i60_i69,temp_med,1.3215069573180835,0.9874822722077596,1.7685184710563318,0.924846726244008,0.6775921185715515,1.2623249940501449,23.375,19.81625,23.375,26.92125,0.35099601041414424,Wald HAC,quasipoisson,1.0520596103646376,FALSE,FALSE,FALSE,0.4371355247664363,14.169846673888545,-0.00120245896931784,-0.01369738062559176,-0.0127590044370305,5479,4,3,21,0.4182987646506703,1,1,evidencia_insuficiente,P05_vs_P50,0.20721441776641825,9.999773754803625e-4,0.2052544621104767,0.20917437342235973,1,0,0.2072111797121121,0.001,1.2302463301727595,1.2302463301727595,1.227837463326959,1.2326599229205248
baixada_litoranea_obitos_i60_i69_temp_med,Baixada Litoranea,obitos_i60_i69,temp_med,1.3215069573180835,0.9874822722077596,1.7685184710563318,0.924846726244008,0.6775921185715515,1.2623249940501449,23.375,19.81625,23.375,26.92125,0.35099601041414424,Wald HAC,quasipoisson,1.0520596103646376,FALSE,FALSE,FALSE,0.4371355247664363,14.169846673888545,-0.00120245896931784,-0.01369738062559176,-0.0127590044370305,5479,4,3,21,0.4182987646506703,1,1,evidencia_insuficiente,P95_vs_P50,0.04892218836276698,9.99980151941713e-4,0.04696222726496122,0.05088214946057274,1,1,0.04892723188249881,0.001,1.050138634554358,1.050138634554358,1.0480824193924285,1.0521988837700165
baixada_litoranea_obitos_i60_i69_ur_med,Baixada Litoranea,obitos_i60_i69,ur_med,1.3415106706886255,0.9401162711498232,1.9142854291526687,1.1709372278577033,0.8581026549844611,1.59782047476349,80.3125,67.71369047619046,80.3125,89.41666666666667,0.16897980028333506,Wald HAC,quasipoisson,1.0487200008821178,FALSE,FALSE,FALSE,0.4351920576021606,14.19628980984228,-8.874733123130971e-4,-0.0138253556932776,-0.01166321516703164,5479,4,3,21,0.2703676804533361,1,1,evidencia_insuficiente,P05_vs_P50,0.08666404569134314,9.999848058778692e-4,0.08470407547182252,0.08862401591086377,1,1,0.0866577511609733,0.001,1.0905302498337226,1.0905302498337226,1.0883949362796141,1.092669752642873
baixada_litoranea_obitos_i60_i69_ur_med,Baixada Litoranea,obitos_i60_i69,ur_med,1.3415106706886255,0.9401162711498232,1.9142854291526687,1.1709372278577033,0.8581026549844611,1.59782047476349,80.3125,67.71369047619046,80.3125,89.41666666666667,0.16897980028333506,Wald HAC,quasipoisson,1.0487200008821178,FALSE,FALSE,FALSE,0.4351920576021606,14.19628980984228,-8.874733123130971e-4,-0.0138253556932776,-0.01166321516703164,5479,4,3,21,0.2703676804533361,1,1,evidencia_insuficiente,P95_vs_P50,0.03935336687554323,0.05459238515760711,-0.06764770803336673,0.14635444178445317,0.7645016093865074,0.8473167559506356,0.02343018757939063,0.05814610011939918,1.0401379690220023,1.0401379690220023,0.9345896640189673,1.1576064194299276
baixada_litoranea_internacoes_i60_i64_temp_med,Baixada Litoranea,internacoes_i60_i64,temp_med,0.917615602737515,0.6929650301483616,1.2150950737110926,0.9965024879633424,0.7399343127985365,1.3420342743147016,23.345833333333335,19.770833333333332,23.345833333333335,26.987499999999997,0.06395383920018699,Wald HAC,quasipoisson,1.0289571159186748,FALSE,FALSE,FALSE,0.0068299491512459,30.34912558706948,-0.02082849792466457,0.00136772908987953,-0.00627619866487992,5844,4,3,21,0.13419529829790552,1,1,evidencia_insuficiente,P05_vs_P50,0.00434696133515917,0.10342069975704445,-0.19835761018864792,0.2070515328589663,0.5167633383186241,0.8104472322951449,0.1026368208236652,0.1494490312625595,1.0043564230765574,1.0043564230765574,0.8200765329701555,1.2300459579323761
baixada_litoranea_internacoes_i60_i64_temp_med,Baixada Litoranea,internacoes_i60_i64,temp_med,0.917615602737515,0.6929650301483616,1.2150950737110926,0.9965024879633424,0.7399343127985365,1.3420342743147016,23.345833333333335,19.770833333333332,23.345833333333335,26.987499999999997,0.06395383920018699,Wald HAC,quasipoisson,1.0289571159186748,FALSE,FALSE,FALSE,0.0068299491512459,30.34912558706948,-0.02082849792466457,0.00136772908987953,-0.00627619866487992,5844,4,3,21,0.13419529829790552,1,1,evidencia_insuficiente,P95_vs_P50,-0.10387641852115012,9.999783260088463e-4,-0.10583637604012744,-0.10191646100217278,0,1,-0.10388076961992154,0.001,0.9013366790584489,0.9013366790584489,0.8995718275391642,0.9031049930037345
baixada_litoranea_internacoes_i60_i64_ur_med,Baixada Litoranea,internacoes_i60_i64,ur_med,1.1739810621835665,0.8926631947372453,1.5439546992539963,1.063840977089461,0.8062892871411911,1.403661989045471,80.08333333333333,67.4223484848485,80.08333333333333,89.23312499999999,0.27559339441051234,Wald HAC,quasipoisson,1.0298027504785836,FALSE,FALSE,FALSE,0.01050833629181458,28.98223524326461,-0.01847699314860386,6.857487545693417e-4,-0.00651186445196717,5844,4,3,21,0.36603446073788576,1,1,evidencia_insuficiente,P05_vs_P50,0.01514594022249318,0.06102336028674753,-0.10445984593953198,0.13475172638451835,0.5980098004123425,0.9055204820214708,-0.01906392772073906,0.06782977787690288,1.0152612212529681,1.0152612212529681,0.9008109678987575,1.1442526613373953
baixada_litoranea_internacoes_i60_i64_ur_med,Baixada Litoranea,internacoes_i60_i64,ur_med,1.1739810621835665,0.8926631947372453,1.5439546992539963,1.063840977089461,0.8062892871411911,1.403661989045471,80.08333333333333,67.4223484848485,80.08333333333333,89.23312499999999,0.27559339441051234,Wald HAC,quasipoisson,1.0298027504785836,FALSE,FALSE,FALSE,0.01050833629181458,28.98223524326461,-0.01847699314860386,6.857487545693417e-4,-0.00651186445196717,5844,4,3,21,0.36603446073788576,1,1,evidencia_insuficiente,P95_vs_P50,0.06224597024426524,9.9997500323662e-4,0.06028601923792147,0.06420592125060902,1,1,0.06224598824501537,0.001,1.0642240799940794,1.0642240799940794,1.0621402956621744,1.0663119524461317
baixada_litoranea_obitos_i60_i64_temp_med,Baixada Litoranea,obitos_i60_i64,temp_med,1.577146210017646,1.088420687815303,2.2853205526309477,0.8934436047211127,0.5979908517700799,1.33487238551263,23.375,19.81625,23.375,26.92125,0.20273492591357692,Wald HAC,quasipoisson,1.0745270185820035,FALSE,FALSE,FALSE,0.03627400164428962,24.830895540025587,0.00543252154653328,-0.03366390110137987,0.00981864196394173,5479,4,3,21,0.3041023888703654,0.20273492591357692,1,evidencia_insuficiente,P05_vs_P50,0.23169245144381825,9.999860368152802e-4,0.2297324788116603,0.2336524240759762,1,0,0.23168619791267564,0.001,1.2607319329126496,1.2607319329126496,1.2582633527926437,1.2632053561267467
baixada_litoranea_obitos_i60_i64_temp_med,Baixada Litoranea,obitos_i60_i64,temp_med,1.577146210017646,1.088420687815303,2.2853205526309477,0.8934436047211127,0.5979908517700799,1.33487238551263,23.375,19.81625,23.375,26.92125,0.20273492591357692,Wald HAC,quasipoisson,1.0745270185820035,FALSE,FALSE,FALSE,0.03627400164428962,24.830895540025587,0.00543252154653328,-0.03366390110137987,0.00981864196394173,5479,4,3,21,0.3041023888703654,0.20273492591357692,1,evidencia_insuficiente,P95_vs_P50,0.03182773140315841,9.999880852070591e-4,0.02986775475615257,0.03378770805016425,1,1,0.03183117483497588,0.001,1.0323396502831226,1.0323396502831226,1.0303182702527123,1.0343649960562993
