macro_regiao,estacao,exposicao,outcome,contrast,n_extreme,n_ref,mw_U,mw_p,cliffs_delta,mean_diff,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005
Metropolitana II,inverno,ur_med,internacoes_i60_i69,P95_vs_P50,49,94,1317.0,2.483747096563814e-05,-0.42813721233174123,-2.4895788102475036,0.0010729787457155677,0.005364893728577839,True,True,True
Metropolitana II,inverno,ur_med,internacoes_i60_i64,P05_vs_P50,41,94,2044.0,0.5752212537867911,0.06071613907628438,0.2944992215879605,0.9135866971907859,1.0,False,False,False
Metropolitana II,inverno,ur_med,internacoes_i60_i64,P95_vs_P50,49,94,1326.5,2.981288018300453e-05,-0.42401215805471126,-2.4018671298306558,0.0010732636865881631,0.006439582119528979,True,True,True
Metropolitana II,inverno,ur_med,obitos_i60_i69,P05_vs_P50,41,94,1928.5,0.9961142778420309,0.0007784120394395433,-0.06253243383497686,1.0,1.0,False,False,False
Metropolitana II,inverno,ur_med,obitos_i60_i69,P95_vs_P50,49,94,2432.5,0.5774067384011218,0.05623100303951368,0.21471993052540128,0.9103639087200168,1.0,False,False,False
Metropolitana II,inverno,ur_med,obitos_i60_i64,P05_vs_P50,41,94,1967.0,0.8467894111638146,0.02075765438505449,0.013233004670472281,0.994057134844478,1.0,False,False,False
Metropolitana II,inverno,ur_med,obitos_i60_i64,P95_vs_P50,49,94,2444.0,0.5406226421587643,0.061224489795918366,0.24120712114633092,0.8914083260022374,1.0,False,False,False
Noroeste,verao,temp_med,internacoes_i60_i69,P95_vs_P50,186,33,3280.5,0.5171405152818016,0.0689149560117302,0.25024437927663734,0.8592488561605318,1.0,False,False,False
Noroeste,verao,temp_med,internacoes_i60_i64,P95_vs_P50,186,33,3351.5,0.38344941349808326,0.0920495275333985,0.13440860215053774,0.77406610575314,1.0,False,False,False
Noroeste,verao,temp_med,obitos_i60_i69,P95_vs_P50,186,33,3232.0,0.5819545593064801,0.05311176278918214,0.07086999022482898,0.9108853971753601,1.0,False,False,False
Noroeste,verao,temp_med,obitos_i60_i64,P95_vs_P50,186,33,3156.5,0.7387351934428616,0.028510915607689803,-0.010752688172043001,1.0,1.0,False,False,False
Noroeste,verao,ur_med,internacoes_i60_i69,P05_vs_P50,70,63,2249.0,0.8404926192894522,0.019954648526077097,0.03174603174603163,1.0,1.0,False,False,False
Noroeste,verao,ur_med,internacoes_i60_i69,P95_vs_P50,59,63,1665.5,0.308988830883978,-0.1038471885929513,0.7750874361043854,0.8041155116980633,1.0,False,False,False
Noroeste,verao,ur_med,internacoes_i60_i64,P05_vs_P50,70,63,2198.5,0.9777547349513623,-0.0029478458049886623,-0.05714285714285716,1.0,1.0,False,False,False
Noroeste,verao,ur_med,internacoes_i60_i64,P95_vs_P50,59,63,1529.0,0.07991601930142204,-0.17729351627656711,-0.4019370460048426,0.43154650422767904,1.0,False,False,False
Noroeste,verao,ur_med,obitos_i60_i69,P05_vs_P50,70,63,2429.5,0.25662827276218303,0.1018140589569161,0.1333333333333333,0.8398743472216899,1.0,False,False,False
Noroeste,verao,ur_med,obitos_i60_i69,P95_vs_P50,59,63,2007.5,0.38871031419536994,0.08017218186709713,0.10330912025827277,0.7702883290477056,1.0,False,False,False
Noroeste,verao,ur_med,obitos_i60_i64,P05_vs_P50,70,63,2343.5,0.44128196069729864,0.06281179138321996,0.05238095238095242,0.8216974440570388,1.0,False,False,False
Noroeste,verao,ur_med,obitos_i60_i64,P95_vs_P50,59,63,1837.5,0.8921161119694352,-0.011299435028248588,-0.04519774011299432,1.0,1.0,False,False,False
Noroeste,inverno,temp_med,internacoes_i60_i69,P05_vs_P50,176,28,2667.0,0.46779280096768827,0.08238636363636363,0.2857142857142858,0.8350681405704187,1.0,False,False,False
Noroeste,inverno,temp_med,internacoes_i60_i64,P05_vs_P50,176,28,2868.0,0.1431412130646471,0.16396103896103897,0.3693181818181819,0.5945865773454572,1.0,False,False,False
Noroeste,inverno,temp_med,obitos_i60_i69,P05_vs_P50,176,28,2714.5,0.3306561358206821,0.10166396103896104,0.13068181818181823,0.8116105151962197,1.0,False,False,False
Noroeste,inverno,temp_med,obitos_i60_i64,P05_vs_P50,176,28,2712.5,0.2677357148147268,0.10085227272727272,0.11363636363636365,0.7814988432429864,1.0,False,False,False
Noroeste,inverno,ur_med,internacoes_i60_i69,P05_vs_P50,33,88,1258.5,0.2463576581847552,-0.13326446280991736,-0.9507575757575757,0.8314570963735488,1.0,False,False,False
Noroeste,inverno,ur_med,internacoes_i60_i69,P95_vs_P50,37,88,1807.5,0.3216351433610486,0.11025798525798526,-0.44871007371007376,0.8078278019300754,1.0,False,False,False
Noroeste,inverno,ur_med,internacoes_i60_i64,P05_vs_P50,33,88,1288.0,0.3241931954983155,-0.11294765840220386,-0.10227272727272729,0.8048934508923695,1.0,False,False,False
Noroeste,inverno,ur_med,internacoes_i60_i64,P95_vs_P50,37,88,1764.5,0.4489313432654134,0.08384520884520885,0.25399262899262887,0.8287963260284554,1.0,False,False,False
Noroeste,inverno,ur_med,obitos_i60_i69,P05_vs_P50,33,88,1430.5,0.8914206924835305,-0.014807162534435262,0.011363636363636354,1.0,1.0,False,False,False
Noroeste,inverno,ur_med,obitos_i60_i69,P95_vs_P50,37,88,1631.0,0.988093181059224,0.0018427518427518428,0.10472972972972971,1.0,1.0,False,False,False
Noroeste,inverno,ur_med,obitos_i60_i64,P05_vs_P50,33,88,1520.0,0.6389668293241546,0.046831955922865015,0.06818181818181818,0.9584502439862318,1.0,False,False,False
Noroeste,inverno,ur_med,obitos_i60_i64,P95_vs_P50,37,88,1765.0,0.38156132413861266,0.08415233415233415,0.15417690417690422,0.7775211888107578,1.0,False,False,False
Norte,verao,temp_med,internacoes_i60_i69,P95_vs_P50,168,35,2941.0,0.9987174809682439,0.0003401360544217687,-0.07619047619047636,1.0,1.0,False,False,False
Norte,verao,temp_med,internacoes_i60_i64,P95_vs_P50,168,35,2943.5,0.9923000793685037,0.0011904761904761906,-0.08452380952380967,1.0,1.0,False,False,False
Norte,verao,temp_med,obitos_i60_i69,P95_vs_P50,168,35,3231.0,0.33955355721982694,0.09897959183673469,0.3119047619047619,0.8149285373275846,1.0,False,False,False
Norte,verao,temp_med,obitos_i60_i64,P95_vs_P50,168,35,2914.5,0.9312845684481279,-0.008673469387755102,0.05833333333333335,1.0,1.0,False,False,False
Norte,verao,ur_med,internacoes_i60_i69,P05_vs_P50,73,63,2276.0,0.918463672534763,-0.010219612959338986,0.06914546640574049,1.0,1.0,False,False,False
Norte,verao,ur_med,internacoes_i60_i69,P95_vs_P50,66,63,2279.0,0.33508780151954765,0.0962000962000962,0.40476190476190466,0.8132467991935088,1.0,False,False,False
Norte,verao,ur_med,internacoes_i60_i64,P05_vs_P50,73,63,2246.0,0.8129978897138311,-0.023265927375516415,0.04979343335507713,1.0,1.0,False,False,False
Norte,verao,ur_med,internacoes_i60_i64,P95_vs_P50,66,63,2272.0,0.3510772842724549,0.09283309283309284,0.39682539682539697,0.7738029939066352,1.0,False,False,False
Norte,verao,ur_med,obitos_i60_i69,P05_vs_P50,73,63,2137.5,0.46442811844080534,-0.07045009784735812,-0.09762991954772793,0.8359706131934496,1.0,False,False,False
Norte,verao,ur_med,obitos_i60_i69,P95_vs_P50,66,63,2113.5,0.8672895931820993,0.016594516594516596,0.05699855699855694,1.0,1.0,False,False,False
Norte,verao,ur_med,obitos_i60_i64,P05_vs_P50,73,63,2079.0,0.29348212507083293,-0.0958904109589041,-0.10437051532941943,0.7924017376912489,1.0,False,False,False
Norte,verao,ur_med,obitos_i60_i64,P95_vs_P50,66,63,2186.5,0.585622591622007,0.05170755170755171,0.1471861471861472,0.9035319985025252,1.0,False,False,False
Norte,inverno,temp_med,internacoes_i60_i69,P05_vs_P50,173,39,3499.5,0.7132457246755557,0.037349933303690526,0.06610345338669044,1.0,1.0,False,False,False
Norte,inverno,temp_med,internacoes_i60_i64,P05_vs_P50,173,39,3391.0,0.9602609113464106,0.005187490736623684,0.009337483325922324,1.0,1.0,False,False,False
Norte,inverno,temp_med,obitos_i60_i69,P05_vs_P50,173,39,3689.0,0.33964730919960284,0.09352304728027272,0.19297465540240122,0.8061958108474089,1.0,False,False,False
Norte,inverno,temp_med,obitos_i60_i64,P05_vs_P50,173,39,3362.5,0.9737481462610531,-0.0032607084630206016,-0.02030532088335557,1.0,1.0,False,False,False
Norte,inverno,ur_med,internacoes_i60_i69,P05_vs_P50,51,75,1696.5,0.2778473709542064,-0.11294117647058824,-0.3647058823529412,0.7596839509633998,1.0,False,False,False
Norte,inverno,ur_med,internacoes_i60_i69,P95_vs_P50,40,75,1251.5,0.14052612759710012,-0.16566666666666666,-0.6666666666666665,0.6194621134892577,1.0,False,False,False
Norte,inverno,ur_med,internacoes_i60_i64,P05_vs_P50,51,75,1743.5,0.3961061195896447,-0.08836601307189543,-0.23529411764705888,0.770801097579849,1.0,False,False,False
Norte,inverno,ur_med,internacoes_i60_i64,P95_vs_P50,40,75,1262.0,0.1577870278833925,-0.15866666666666668,-0.5499999999999998,0.5979297898739083,1.0,False,False,False
Norte,inverno,ur_med,obitos_i60_i69,P05_vs_P50,51,75,1865.5,0.8115175149354751,-0.024575163398692812,-0.05019607843137264,1.0,1.0,False,False,False
Norte,inverno,ur_med,obitos_i60_i69,P95_vs_P50,40,75,1488.0,0.9441527754307165,-0.008,0.040000000000000036,1.0,1.0,False,False,False
Norte,inverno,ur_med,obitos_i60_i64,P05_vs_P50,51,75,1705.5,0.2758187117961479,-0.10823529411764705,-0.14980392156862754,0.7638056634354865,1.0,False,False,False
Norte,inverno,ur_med,obitos_i60_i64,P95_vs_P50,40,75,1445.0,0.7334798474734507,-0.03666666666666667,-0.04833333333333334,1.0,1.0,False,False,False
Serrana,verao,temp_med,internacoes_i60_i69,P95_vs_P50,162,45,3877.5,0.5100355428496004,0.06378600823045268,0.10740740740740762,0.8813414180441095,1.0,False,False,False
Serrana,verao,temp_med,internacoes_i60_i64,P95_vs_P50,162,45,4005.5,0.30467454019924434,0.09890260631001371,0.2753086419753088,0.8025573254028876,1.0,False,False,False
Serrana,verao,temp_med,obitos_i60_i69,P95_vs_P50,162,45,3021.5,0.07053200855229742,-0.1710562414266118,-0.4419753086419753,0.4231920513137845,1.0,False,False,False
Serrana,verao,temp_med,obitos_i60_i64,P95_vs_P50,162,45,2982.0,0.04671152238874659,-0.18189300411522633,-0.36296296296296304,0.3736921791099727,1.0,False,False,False
Serrana,verao,ur_med,internacoes_i60_i69,P05_vs_P50,31,90,1538.0,0.3939081057412228,0.1025089605734767,1.0501792114695343,0.773492280364583,1.0,False,False,False
Serrana,verao,ur_med,internacoes_i60_i69,P95_vs_P50,44,90,1893.5,0.6812031238466447,-0.043686868686868684,3.9116161616161627,1.0,1.0,False,False,False
Serrana,verao,ur_med,internacoes_i60_i64,P05_vs_P50,31,90,1341.0,0.7469153689572192,-0.03870967741935484,-0.12150537634408609,1.0,1.0,False,False,False
Serrana,verao,ur_med,internacoes_i60_i64,P95_vs_P50,44,90,1853.0,0.5427779053260202,-0.06414141414141414,-0.24393939393939368,0.888182026897124,1.0,False,False,False
Serrana,verao,ur_med,obitos_i60_i69,P05_vs_P50,31,90,1001.0,0.016087898251779312,-0.2824372759856631,-0.5974910394265234,0.21718662639902073,1.0,False,False,False
Serrana,verao,ur_med,obitos_i60_i69,P95_vs_P50,44,90,1845.5,0.512972613569844,-0.06792929292929292,-0.15101010101010104,0.8589308878378784,1.0,False,False,False
Serrana,verao,ur_med,obitos_i60_i64,P05_vs_P50,31,90,1383.5,0.9444043769246054,-0.008243727598566309,0.07347670250896066,1.0,1.0,False,False,False
Serrana,verao,ur_med,obitos_i60_i64,P95_vs_P50,44,90,2047.5,0.7343525930135879,0.03409090909090909,0.058080808080807955,1.0,1.0,False,False,False
Serrana,inverno,temp_med,internacoes_i60_i69,P05_vs_P50,153,45,3391.5,0.8797931901123476,-0.014814814814814815,-0.23267973856209156,1.0,1.0,False,False,False
Serrana,inverno,temp_med,internacoes_i60_i64,P05_vs_P50,153,45,3273.0,0.6114368531610135,-0.04923747276688453,-0.15294117647058814,0.923568953026426,1.0,False,False,False
Serrana,inverno,temp_med,obitos_i60_i69,P05_vs_P50,153,45,3884.5,0.1819952084042572,0.12839506172839507,0.392156862745098,0.6662875426325348,1.0,False,False,False
Serrana,inverno,temp_med,obitos_i60_i64,P05_vs_P50,153,45,3981.0,0.09707208554254018,0.15642701525054467,0.26797385620915026,0.48761791807415533,1.0,False,False,False
Serrana,inverno,ur_med,internacoes_i60_i69,P05_vs_P50,79,73,3180.5,0.270487048531168,0.10299982659961852,0.417027917461418,0.7587688634121077,1.0,False,False,False
Serrana,inverno,ur_med,internacoes_i60_i69,P95_vs_P50,55,73,1996.5,0.9593899064358392,-0.005479452054794521,0.7302615193026147,1.0,1.0,False,False,False
Serrana,inverno,ur_med,internacoes_i60_i64,P05_vs_P50,79,73,3290.5,0.12831894174012023,0.14114791052540315,0.43783596323911933,0.5774352378305411,1.0,False,False,False
Serrana,inverno,ur_med,internacoes_i60_i64,P95_vs_P50,55,73,1862.0,0.47873226514972,-0.07247820672478207,-0.30485678704856767,0.8475915514126191,1.0,False,False,False
Serrana,inverno,ur_med,obitos_i60_i69,P05_vs_P50,79,73,2830.0,0.8416950636100736,-0.0185538408184498,-0.1898734177215189,0.9989348007679995,1.0,False,False,False
Serrana,inverno,ur_med,obitos_i60_i69,P95_vs_P50,55,73,2041.5,0.8690380313735426,0.016936488169364883,-0.07272727272727275,1.0,1.0,False,False,False
Serrana,inverno,ur_med,obitos_i60_i64,P05_vs_P50,79,73,2590.0,0.2573157074461022,-0.10178602392925265,-0.2455349401768684,0.8055100407008418,1.0,False,False,False
Serrana,inverno,ur_med,obitos_i60_i64,P95_vs_P50,55,73,2043.5,0.8585740430701974,0.01793275217932752,-0.03287671232876721,1.0,1.0,False,False,False
