macro_regiao,exposicao,outcome,contrast,ext_days,ref_days,ext_pct_events,ref_pct_events,chi2,chi_p,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005
Metropolitana II,temp_med,obitos_i60_i64,P01_vs_P50,59,339,91.5,85.5,1.0648035158534932,0.30212216554967486,1.0,1.0,False,False,False
Metropolitana II,temp_med,obitos_i60_i64,P99_vs_P50,59,339,83.1,85.5,0.0895410456715804,0.7647614337299488,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i69,P05_vs_P50,234,328,100.0,99.7,0.0,1.0,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i69,P95_vs_P50,231,328,99.1,99.7,0.09363881835614815,0.7596011394849528,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i69,P01_vs_P50,59,328,100.0,99.7,0.0,1.0,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i69,P99_vs_P50,63,328,96.8,99.7,2.5685241290695306,0.10900939093733215,0.7054989795494755,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i64,P05_vs_P50,234,328,100.0,99.7,0.0,1.0,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i64,P95_vs_P50,231,328,99.1,99.7,0.09363881835614815,0.7596011394849528,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i64,P01_vs_P50,59,328,100.0,99.7,0.0,1.0,1.0,1.0,False,False,False
Metropolitana II,ur_med,internacoes_i60_i64,P99_vs_P50,63,328,96.8,99.7,2.5685241290695306,0.10900939093733215,0.7054989795494755,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i69,P05_vs_P50,234,328,90.6,95.4,4.4218778212680645,0.03548096916717306,0.5109259560072921,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i69,P95_vs_P50,231,328,94.8,95.4,0.018835976695087134,0.8908377568572119,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i69,P01_vs_P50,59,328,96.6,95.4,0.004006740079694992,0.9495285587414086,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i69,P99_vs_P50,63,328,92.1,95.4,0.6362524154277449,0.4250711187944046,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i64,P05_vs_P50,234,328,83.3,84.5,0.057387027855412,0.8106745582347323,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i64,P95_vs_P50,231,328,82.3,84.5,0.33058813311692,0.5653129790496245,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i64,P01_vs_P50,59,328,88.1,84.5,0.28283445999725554,0.5948494010692439,1.0,1.0,False,False,False
Metropolitana II,ur_med,obitos_i60_i64,P99_vs_P50,63,328,74.6,84.5,2.9494574527519775,0.08590639380207023,0.6343856773075955,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i69,P05_vs_P50,234,191,85.0,79.1,2.1966601727727384,0.1383101200817113,0.766025280452555,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i69,P95_vs_P50,236,191,78.4,79.1,0.002372017785915948,0.9611556939849475,1.0,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i69,P01_vs_P50,59,191,84.7,79.1,0.5997384537035456,0.43867783524208137,1.0,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i69,P99_vs_P50,59,191,79.7,79.1,0.0,1.0,1.0,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i64,P05_vs_P50,234,191,84.6,76.4,4.0419579560204175,0.044382300974202975,0.5112841072228183,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i64,P95_vs_P50,236,191,76.3,76.4,0.0,1.0,1.0,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i64,P01_vs_P50,59,191,79.7,76.4,0.11422900114865425,0.7353799086707936,1.0,1.0,False,False,False
Noroeste,temp_med,internacoes_i60_i64,P99_vs_P50,59,191,79.7,76.4,0.11422900114865425,0.7353799086707936,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i69,P05_vs_P50,234,191,43.6,40.3,0.33823089530749056,0.5608521669471759,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i69,P95_vs_P50,236,191,42.8,40.3,0.17524275200510783,0.6754938290024914,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i69,P01_vs_P50,59,191,37.3,40.3,0.06923887298988902,0.7924482199900407,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i69,P99_vs_P50,59,191,57.6,40.3,4.794224833155089,0.02855530330193589,0.45688485283097424,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i64,P05_vs_P50,234,191,27.8,26.7,0.019125456800024282,0.8900074204701279,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i64,P95_vs_P50,236,191,28.8,26.7,0.14095673326284777,0.7073317364728892,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i64,P01_vs_P50,59,191,22.0,26.7,0.2996749605445332,0.5840862630773596,1.0,1.0,False,False,False
Noroeste,temp_med,obitos_i60_i64,P99_vs_P50,59,191,44.1,26.7,5.589445683170502,0.01806901332514428,0.37170541697439663,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i69,P05_vs_P50,235,299,78.7,78.9,0.0,1.0,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i69,P95_vs_P50,232,299,79.7,78.9,0.014629669228679806,0.9037281280445281,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i69,P01_vs_P50,59,299,72.9,78.9,0.7260298282919522,0.3941731105175742,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i69,P99_vs_P50,61,299,83.6,78.9,0.4267041326333155,0.5136106275373797,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i64,P05_vs_P50,235,299,76.6,76.3,0.0,1.0,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i64,P95_vs_P50,232,299,77.2,76.3,0.019602751880388323,0.8886522254150888,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i64,P01_vs_P50,59,299,71.2,76.3,0.43664196621086876,0.508747704275859,1.0,1.0,False,False,False
Noroeste,ur_med,internacoes_i60_i64,P99_vs_P50,61,299,82.0,76.3,0.6433648960473077,0.4224949397492078,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i69,P05_vs_P50,235,299,48.5,45.8,0.28217211879181925,0.5952810546681981,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i69,P95_vs_P50,232,299,44.0,45.8,0.11423011488359434,0.7353786670241216,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i69,P01_vs_P50,59,299,47.5,45.8,0.007710879987045456,0.9300264048255351,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i69,P99_vs_P50,61,299,49.2,45.8,0.11481628480779735,0.7347261094306863,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i64,P05_vs_P50,235,299,32.3,29.1,0.5087408897303561,0.475684423836064,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i64,P95_vs_P50,232,299,29.3,29.1,0.0,1.0,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i64,P01_vs_P50,59,299,33.9,29.1,0.3371749117151585,0.561464473282044,1.0,1.0,False,False,False
Noroeste,ur_med,obitos_i60_i64,P99_vs_P50,61,299,29.5,29.1,0.0,1.0,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i69,P05_vs_P50,234,249,90.6,88.0,0.625564399789468,0.4289870046041011,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i69,P95_vs_P50,235,249,85.1,88.0,0.6149794062366747,0.43291911199470245,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i69,P01_vs_P50,59,249,88.1,88.0,0.0,1.0,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i69,P99_vs_P50,59,249,86.4,88.0,0.009448651313882072,0.9225642538997502,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i64,P05_vs_P50,234,249,88.9,86.3,0.5026131485388732,0.4783541722470206,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i64,P95_vs_P50,235,249,81.7,86.3,1.6167520653549903,0.20354526106323373,0.9159536747845518,1.0,False,False,False
Norte,temp_med,internacoes_i60_i64,P01_vs_P50,59,249,86.4,86.3,0.0,1.0,1.0,1.0,False,False,False
Norte,temp_med,internacoes_i60_i64,P99_vs_P50,59,249,84.7,86.3,0.012071328426579191,0.9125127943213315,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i69,P05_vs_P50,234,249,76.9,75.9,0.024486062371557902,0.8756545014735587,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i69,P95_vs_P50,235,249,71.9,75.9,0.8025053583931909,0.37034536262517226,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i69,P01_vs_P50,59,249,72.9,75.9,0.09999856697082718,0.7518313537434479,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i69,P99_vs_P50,59,249,76.3,75.9,0.0,1.0,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i64,P05_vs_P50,234,249,57.7,57.4,0.0,1.0,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i64,P95_vs_P50,235,249,50.6,57.4,1.9806473474106163,0.15932222668332235,0.8049965137683656,1.0,False,False,False
Norte,temp_med,obitos_i60_i64,P01_vs_P50,59,249,55.9,57.4,0.003930978149887716,0.9500073777519328,1.0,1.0,False,False,False
Norte,temp_med,obitos_i60_i64,P99_vs_P50,59,249,49.2,57.4,1.0108367807756338,0.31470245568067806,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i69,P05_vs_P50,234,289,87.2,89.3,0.3657666061624023,0.5453209221384628,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i69,P95_vs_P50,234,289,89.3,89.3,0.0,1.0,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i69,P01_vs_P50,59,289,93.2,89.3,0.4638932987597204,0.4958100337690937,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i69,P99_vs_P50,59,289,91.5,89.3,0.08013290445405882,0.7771173835843659,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i64,P05_vs_P50,234,289,83.8,88.2,1.820170783241244,0.1772929493010093,0.8235543451401723,1.0,False,False,False
Norte,ur_med,internacoes_i60_i64,P95_vs_P50,234,289,86.8,88.2,0.14283395599566073,0.7054797737937792,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i64,P01_vs_P50,59,289,91.5,88.2,0.2536461257180878,0.6145193493190122,1.0,1.0,False,False,False
Norte,ur_med,internacoes_i60_i64,P99_vs_P50,59,289,88.1,88.2,0.0,1.0,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i69,P05_vs_P50,234,289,71.8,75.4,0.7068594310059317,0.40048838033215717,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i69,P95_vs_P50,234,289,76.5,75.4,0.03236004624826915,0.8572397243092525,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i69,P01_vs_P50,59,289,72.9,75.4,0.06122808046448889,0.8045653333852303,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i69,P99_vs_P50,59,289,64.4,75.4,2.5220846013749028,0.11226209175707061,0.7028583136094856,1.0,False,False,False
Norte,ur_med,obitos_i60_i64,P05_vs_P50,234,289,48.7,56.7,3.033235635856176,0.0815751900135451,0.6349636411865132,1.0,False,False,False
Norte,ur_med,obitos_i60_i64,P95_vs_P50,234,289,56.8,56.7,0.0,1.0,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i64,P01_vs_P50,59,289,54.2,56.7,0.044197444943239295,0.8334866959466145,1.0,1.0,False,False,False
Norte,ur_med,obitos_i60_i64,P99_vs_P50,59,289,49.2,56.7,0.8573370802047566,0.35448496523201967,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i69,P05_vs_P50,235,237,97.9,95.8,1.0669639825482247,0.30163221852767386,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i69,P95_vs_P50,234,237,97.0,95.8,0.21839734085622353,0.6402637867963821,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i69,P01_vs_P50,59,237,91.5,95.8,1.0034802300607524,0.3164698569037235,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i69,P99_vs_P50,59,237,93.2,95.8,0.23645733953539338,0.6267766018154735,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i64,P05_vs_P50,235,237,94.5,92.8,0.2937931421092333,0.5877999864460317,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i64,P95_vs_P50,234,237,96.2,92.8,1.9015393052239482,0.1679061229752475,0.8196095494384963,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i64,P01_vs_P50,59,237,91.5,92.8,0.004059531763401561,0.9491975947868071,1.0,1.0,False,False,False
Serrana,temp_med,internacoes_i60_i64,P99_vs_P50,59,237,91.5,92.8,0.004059531763401561,0.9491975947868071,1.0,1.0,False,False,False
Serrana,temp_med,obitos_i60_i69,P05_vs_P50,235,237,85.1,78.1,3.4432068898913277,0.06351230295743111,0.5379865662276518,1.0,False,False,False
Serrana,temp_med,obitos_i60_i69,P95_vs_P50,234,237,73.5,78.1,1.0948237966328842,0.29540487751738265,1.0,1.0,False,False,False
Serrana,temp_med,obitos_i60_i69,P01_vs_P50,59,237,81.4,78.1,0.1412809342217185,0.7070108965635433,1.0,1.0,False,False,False
Serrana,temp_med,obitos_i60_i69,P99_vs_P50,59,237,61.0,78.1,6.379591507852296,0.011543999814572945,0.36940799406633423,1.0,False,False,False
Serrana,temp_med,obitos_i60_i64,P05_vs_P50,235,237,70.6,60.3,5.091702216619675,0.02404058332461543,0.4327304998430777,1.0,False,False,False
Serrana,temp_med,obitos_i60_i64,P95_vs_P50,234,237,56.0,60.3,0.7474009773645385,0.3873003463040221,1.0,1.0,False,False,False
Serrana,temp_med,obitos_i60_i64,P01_vs_P50,59,237,64.4,60.3,0.18025160059754095,0.6711571080882767,1.0,1.0,False,False,False
Serrana,temp_med,obitos_i60_i64,P99_vs_P50,59,237,45.8,60.3,3.530168986710754,0.060261645994504405,0.5423548139505396,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i69,P05_vs_P50,234,329,95.7,93.3,1.0696460463508224,0.30102540922528853,1.0,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i69,P95_vs_P50,234,329,97.0,93.3,3.103301905714896,0.07813367214612336,0.6250693771689869,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i69,P01_vs_P50,59,329,100.0,93.3,3.025646573251404,0.08195764707568964,0.6211526936262795,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i69,P99_vs_P50,59,329,91.5,93.3,0.04800602108836541,0.8265699979074498,1.0,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i64,P05_vs_P50,234,329,94.0,92.1,0.5004496215857387,0.4793026289707143,1.0,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i64,P95_vs_P50,234,329,92.3,92.1,0.0,1.0,1.0,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i64,P01_vs_P50,59,329,98.3,92.1,2.0961152668145204,0.14767391767422886,0.7875942275958872,1.0,False,False,False
Serrana,ur_med,internacoes_i60_i64,P99_vs_P50,59,329,86.4,92.1,1.357183271335513,0.2440262423512568,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i69,P05_vs_P50,234,329,76.9,80.2,0.7160421539612053,0.39744523108695584,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i69,P95_vs_P50,234,329,81.6,80.2,0.09089070081149797,0.7630478532721339,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i69,P01_vs_P50,59,329,81.4,80.2,0.0004080007781110626,0.9838846023642953,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i69,P99_vs_P50,59,329,88.1,80.2,1.5728107317461248,0.20979929641529194,0.915487838903092,1.0,False,False,False
Serrana,ur_med,obitos_i60_i64,P05_vs_P50,234,329,59.4,67.8,3.8255329649314445,0.05047729212263715,0.5384244493081296,1.0,False,False,False
Serrana,ur_med,obitos_i60_i64,P95_vs_P50,234,329,66.7,67.8,0.03485284459117508,0.8519043512708255,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i64,P01_vs_P50,59,329,69.5,67.8,0.011628303992460672,0.9141268849142391,1.0,1.0,False,False,False
Serrana,ur_med,obitos_i60_i64,P99_vs_P50,59,329,62.7,67.8,0.3748475537264758,0.5403737204591711,1.0,1.0,False,False,False
