macro_regiao,exposicao,outcome,contrast,n_extreme,n_ref,median_extreme,median_ref,mean_extreme,mean_ref,std_extreme,std_ref,mw_U,mw_p,ks_stat,ks_p,bm_p_hat,bm_p,mood_stat,mood_p,cliffs_delta,hl_est,hl_ci_low,hl_ci_high,perm_p,kw_H,kw_p,jt_JT,jt_E,jt_p,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005,ks_fdr_bh,combined_signal
Baia da Ilha Grande,temp_med,obitos_i60_i69,P01_vs_P50,59,247,0.0,0.0,0.4576271186440678,0.29554655870445345,0.5915229954784795,0.5224711650202633,8329.0,0.03151526336005582,0.1395731832841557,0.2802798531572868,0.5715364029369382,0.39396438497308217,3.8216753585397667,0.05059362608961712,0.14307280587387636,0.0,0.0,0.0,1.0,,,,,,0.9386116012709139,1.0,False,False,False,0.9386116012709139,False
Baia da Ilha Grande,temp_med,obitos_i60_i69,P99_vs_P50,59,247,0.0,0.0,0.288135593220339,0.29554655870445345,0.48888830853749005,0.5224711650202633,7300.0,0.9779431183316942,0.007342345433335673,1.0,0.5009263706855143,0.990985076039437,0.0,1.0,0.0018527413710286145,0.0,0.0,0.0,,1.3457665544296546,0.5102353050510784,37717.0,85416.5,1.8232668353814642e-56,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,temp_med,obitos_i60_i64,P05_vs_P50,235,247,0.0,0.0,0.24680851063829787,0.16194331983805668,0.48678321612606684,0.4000114735524396,31064.5,0.0481800075830296,0.06743044189852698,0.6099541325949736,0.5351796020329055,0.322285182643042,3.175378522098247,0.07475588850886837,0.070359204065811,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,temp_med,obitos_i60_i64,P95_vs_P50,234,247,0.0,0.0,0.20512820512820512,0.16194331983805668,0.498518515262143,0.4000114735524396,29485.0,0.5477574221908033,0.021592442645074095,0.9999999474684742,0.5101387591266133,0.7639209044851999,0.14792957545504298,0.7005218340693073,0.020277518253226757,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,temp_med,obitos_i60_i64,P01_vs_P50,59,247,0.0,0.0,0.3050847457627119,0.16194331983805668,0.4958894521467048,0.4000114735524396,8275.0,0.015043347452957236,0.13428943937418514,0.3225138284459853,0.5678309201948809,0.3343619093570024,4.950044657710339,0.026089994544206827,0.1356618403897619,0.0,0.0,0.0,1.0,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,temp_med,obitos_i60_i64,P99_vs_P50,59,247,0.0,0.0,0.1694915254237288,0.16194331983805668,0.3751854851047229,0.4000114735524396,7395.5,0.7779303876578565,0.01564537157757495,1.0,0.5074795855348933,0.9112208202954211,0.009537488889137032,0.9222022250167526,0.014959171069786592,0.0,0.0,0.0,,4.134240959430601,0.1265496598689474,23196.0,85416.5,9.0166072481785e-95,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i69,P05_vs_P50,234,326,0.0,1.0,0.6794871794871795,0.8312883435582822,0.9127808980167981,1.0989689240370253,35517.5,0.1284381286182908,0.062345970321430466,0.6348878494401611,0.46559566881652775,0.45306027712807656,1.8768005813265416,0.17069822852529234,-0.06880866236694458,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i69,P95_vs_P50,235,326,1.0,1.0,0.8170212765957446,0.8312883435582822,0.9205269418170965,1.0989689240370253,39305.5,0.5682842122700631,0.03359874689988257,0.9960326129008802,0.5130596527868424,0.7784430138862921,0.03304272533177725,0.8557580641119351,0.026119305573684897,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i69,P01_vs_P50,59,326,1.0,1.0,1.2372881355932204,0.8312883435582822,1.0945006298957927,1.0989689240370253,11884.0,0.0019740019809995684,0.1965269834667776,0.035994728519384914,0.6178641988145992,0.2602323200133473,5.741091747290793,0.01657248838044668,0.23572839762919828,0.0,0.0,1.0,1.0,,,,,,0.3702314933422448,1.0,False,False,False,0.3702314933422448,False
Baia da Ilha Grande,ur_med,internacoes_i60_i69,P99_vs_P50,59,326,1.0,1.0,0.8135593220338984,0.8312883435582822,0.929271197415105,1.0989689240370253,9796.0,0.8057587621315097,0.030674846625766805,0.9999999957639794,0.5093064365186648,0.92935003045633,0.0,1.0,0.018612873037329728,0.0,0.0,0.0,,4.11680478747382,0.12765775389533426,72454.0,103942.0,2.712077905509853e-19,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i64,P05_vs_P50,234,326,0.0,0.5,0.6410256410256411,0.7852760736196319,0.8959694979310846,1.0464214876990656,35384.0,0.10732335961767514,0.06837606837606847,0.5186191986811296,0.46384562948980135,0.42665069984016485,2.288807319482167,0.1303100233427761,-0.07230874102039746,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i64,P95_vs_P50,235,326,1.0,0.5,0.7702127659574468,0.7852760736196319,0.9029301930127553,1.0464214876990656,39058.0,0.6655483403653301,0.02681112126354268,0.9999056723574304,0.5098290040464691,0.8312036383020305,0.07043702694006819,0.7907015292513293,0.01965800809293826,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,internacoes_i60_i64,P01_vs_P50,59,326,1.0,0.5,1.1694915254237288,0.7852760736196319,1.0439907521650504,1.0464214876990656,11851.0,0.00216813599798856,0.19491525423728812,0.03840854675359765,0.6161484870541749,0.26466883178279244,5.933804630147631,0.014853140037433057,0.2322969741083498,0.0,0.0,1.0,0.316,,,,,,0.36872204883453746,1.0,False,False,False,0.36872204883453746,False
Baia da Ilha Grande,ur_med,internacoes_i60_i64,P99_vs_P50,59,326,1.0,0.5,0.7966101694915254,0.7852760736196319,0.9348191344500119,1.0464214876990656,9865.0,0.7316109060161313,0.02542372881355931,0.999999999999321,0.5128938338359156,0.9016518376792053,0.0008638187400215457,0.9765529153914919,0.025787667671831133,0.0,0.0,0.0,,4.080027955387396,0.13002689338963547,70769.0,103942.0,3.069049339392554e-21,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i69,P05_vs_P50,234,326,0.0,0.0,0.34615384615384615,0.25766871165644173,0.5954296676786216,0.532259416607214,40943.5,0.0472125041985518,0.0746683446069949,0.40770580065875556,0.5367246080436264,0.32680137519714214,3.7342820400500036,0.053306571144093304,0.0734492160872529,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i69,P95_vs_P50,235,326,0.0,0.0,0.2723404255319149,0.25766871165644173,0.4992343617382967,0.532259416607214,39423.5,0.41760241405618337,0.035152068920506485,0.993000406268926,0.5145999216812427,0.6893244729317949,0.7732476209423489,0.37921424610440146,0.029199843362485316,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i69,P01_vs_P50,59,326,0.0,0.0,0.3220338983050847,0.25766871165644173,0.5949128398231948,0.532259416607214,10052.0,0.442419363709482,0.0425808464178018,0.9999385095502847,0.5226162004783197,0.782067584700005,0.31073307785067267,0.5772306875379637,0.04523240095663929,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i69,P99_vs_P50,59,326,0.0,0.0,0.3728813559322034,0.25766871165644173,0.6350845422100065,0.532259416607214,10491.5,0.12709276315242704,0.09342830404492042,0.7348551872501617,0.5454663616512426,0.5821446095972775,1.9876277157033704,0.15858914370298774,0.09093272330248518,0.0,0.0,0.0,,3.9946667619568936,0.1356966524800909,37573.0,103942.0,6.800193940599598e-80,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i64,P05_vs_P50,234,326,0.0,0.0,0.21367521367521367,0.15950920245398773,0.4773334018954941,0.42795533807595804,40104.0,0.10002584453791262,0.05306486288081369,0.8120020313391604,0.5257196790939122,0.4167932511892013,2.50929480210961,0.11317656680399252,0.05143935818782445,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i64,P95_vs_P50,235,326,0.0,0.0,0.1574468085106383,0.15950920245398773,0.39773009176333346,0.42795533807595804,38607.0,0.7908156976353747,0.011773919853804937,1.0,0.5039420441195666,0.895840729456643,0.04175756275245215,0.8380825996163035,0.007884088239133273,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i64,P01_vs_P50,59,326,0.0,0.0,0.23728813559322035,0.15950920245398773,0.5316741403850211,0.42795533807595804,10134.0,0.2795404877588882,0.05147135281272741,0.9982582048830435,0.5268794842466465,0.6968482703141706,0.7014163287234404,0.40230819614683144,0.053758968493293126,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baia da Ilha Grande,ur_med,obitos_i60_i64,P99_vs_P50,59,326,0.0,0.0,0.2033898305084746,0.15950920245398773,0.44262931719324056,0.42795533807595804,10090.0,0.3224162693428043,0.05147135281272741,0.9982582048830435,0.5245918685660809,0.7214957188401802,0.7014163287234404,0.40230819614683144,0.049183737132161794,0.0,0.0,0.0,,3.0225048362657994,0.22063347947924034,24945.0,103942.0,2.1798615538772887e-112,1.0,1.0,False,False,False,1.0,False
Baixada Litoranea,temp_med,internacoes_i60_i69,P05_vs_P50,234,240,2.0,1.0,1.7991452991452992,1.5,1.3767914965752819,1.4317821063276353,32185.0,0.004570498042419385,0.12104700854700856,0.055482037046656864,0.5730947293447294,0.15375873854957428,6.541150865149185,0.010540713742776469,0.14618945868945868,0.0,0.0,1.0,,,,,,,0.4204954386693994,1.0,False,False,False,0.4204954386693994,False
Baixada Litoranea,temp_med,internacoes_i60_i69,P95_vs_P50,234,240,2.0,1.0,1.8034188034188035,1.5,1.5810810768623613,1.4317821063276353,31786.0,0.010560296174401558,0.15096153846153848,0.007785997608274741,0.5659900284900286,0.19903962801249525,10.264239464313999,0.00135633639016285,0.131980056980057,0.0,0.0,1.0,,,,,,,0.149491154078875,1.0,False,False,False,0.149491154078875,False
Baixada Litoranea,temp_med,internacoes_i60_i69,P01_vs_P50,59,240,1.0,1.0,1.423728813559322,1.5,1.4520983044477216,1.4317821063276353,6818.5,0.6498862732987415,0.034392655367231684,0.9999998795351696,0.48153248587570624,0.856684396570009,0.0032993467514124296,0.9541947476791139,-0.03693502824858757,0.0,0.0,0.0,,,,,,,1.0,1.0,False,False,False,1.0,False
Baixada Litoranea,temp_med,internacoes_i60_i69,P99_vs_P50,59,240,2.0,1.0,2.135593220338983,1.5,1.7218203524339382,1.4317821063276353,8600.5,0.008566101343738704,0.20572033898305087,0.030580106559448175,0.6073799435028249,0.291359418040181,7.367510997015881,0.0066412795313471554,0.2147598870056497,1.0,0.0,1.0,0.0985,9.808657347900072,0.007414418905084621,64749.0,83538.0,2.2632827327319158e-10,0.35228282756484297,1.0,False,False,False,0.35228282756484297,False
