macro_regiao,exposicao,outcome,contrast,n_P05,n_P50,median_P05,median_P50,mean_P05,mean_P50,U_stat,p_value,mean_diff,n_P95,median_P95,mean_P95,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005,cliffs_delta,cliffs_abs,cliffs_magnitude
Metropolitana II,ur_med,obitos_i60_i64,P05_vs_P50,293.0,328,2.0,2.0,1.8327645051194539,1.9451219512195121,45748.0,0.2897554898373068,-0.11235744610005827,,,,0.5418803965788594,1.0,False,False,False,-0.0479480562723716,0.0479480562723716,negligenciável
Metropolitana II,ur_med,obitos_i60_i64,P95_vs_P50,,328,,2.0,,1.9451219512195121,45865.0,0.28213273489904866,-0.06416957026713122,294.0,2.0,1.880952380952381,0.5416948510061734,1.0,False,False,False,-0.04875974780155965,0.04875974780155965,negligenciável
Noroeste,temp_med,internacoes_i60_i69,P05_vs_P50,293.0,191,1.0,2.0,1.757679180887372,1.7696335078534031,28271.0,0.8430274511844662,-0.011954326966031159,,,,0.919666310383054,1.0,False,False,False,0.010346121544591963,0.010346121544591963,negligenciável
Noroeste,temp_med,internacoes_i60_i69,P95_vs_P50,,191,,2.0,,1.7696335078534031,27696.5,0.7468271846472926,-0.006921643446623493,295.0,2.0,1.7627118644067796,0.8743342649529279,1.0,False,False,False,-0.01689590913124501,0.01689590913124501,negligenciável
Noroeste,temp_med,internacoes_i60_i64,P05_vs_P50,293.0,191,1.0,1.0,1.621160409556314,1.5968586387434556,28855.0,0.5476329191364243,0.024301770812858337,,,,0.7582609649581259,1.0,False,False,False,0.031217054125046904,0.031217054125046904,negligenciável
Noroeste,temp_med,internacoes_i60_i64,P95_vs_P50,,191,,1.0,,1.5968586387434556,28008.0,0.910939144830208,-0.06804507942142157,295.0,1.0,1.528813559322034,0.9505451946054343,1.0,False,False,False,-0.00583902742035673,0.00583902742035673,negligenciável
Noroeste,temp_med,obitos_i60_i69,P05_vs_P50,293.0,191,0.0,0.0,0.6006825938566553,0.5602094240837696,28601.0,0.6404269823259265,0.04047316977288573,,,,0.8019259604776819,1.0,False,False,False,0.022139627968479174,0.022139627968479174,negligenciável
Noroeste,temp_med,obitos_i60_i69,P95_vs_P50,,191,,0.0,,0.5602094240837696,29292.5,0.40396899255241525,0.039790575916230364,295.0,0.0,0.6,0.6536127519949191,1.0,False,False,False,0.03975508030881179,0.03975508030881179,negligenciável
Noroeste,temp_med,obitos_i60_i64,P05_vs_P50,293.0,191,0.0,0.0,0.3447098976109215,0.3612565445026178,27931.5,0.96603533664935,-0.01654664689169627,,,,0.993636346267903,1.0,False,False,False,-0.0017868949127101835,0.0017868949127101835,negligenciável
Noroeste,temp_med,obitos_i60_i64,P95_vs_P50,,191,,0.0,,0.3612565445026178,29307.5,0.3481449199367641,0.008234980921111024,295.0,0.0,0.3694915254237288,0.5897984525987533,1.0,False,False,False,0.040287514420090514,0.040287514420090514,negligenciável
Noroeste,ur_med,internacoes_i60_i69,P05_vs_P50,294.0,299,2.0,2.0,1.7959183673469388,1.8929765886287626,45353.0,0.49118154391919255,-0.09705822128182384,,,,0.7073014232436372,1.0,False,False,False,0.03185220576524924,0.03185220576524924,negligenciável
Noroeste,ur_med,internacoes_i60_i69,P95_vs_P50,,299,,2.0,,1.8929765886287626,44802.5,0.6214334064195015,0.055828872122090534,293.0,2.0,1.9488054607508531,0.8061838785982722,1.0,False,False,False,0.022806396749118222,0.022806396749118222,negligenciável
Noroeste,ur_med,internacoes_i60_i64,P05_vs_P50,294.0,299,1.0,1.0,1.629251700680272,1.5117056856187292,45392.0,0.47765451555650884,0.11754601506154283,,,,0.7090953633003843,1.0,False,False,False,0.0327395172115669,0.0327395172115669,negligenciável
Noroeste,ur_med,internacoes_i60_i64,P95_vs_P50,,299,,1.0,,1.5117056856187292,44065.0,0.8968856382872784,0.051434246121885074,293.0,1.0,1.5631399317406143,0.9427119117764096,1.0,False,False,False,0.005969842592486902,0.005969842592486902,negligenciável
Noroeste,ur_med,obitos_i60_i69,P05_vs_P50,294.0,299,0.0,0.0,0.6496598639455783,0.5652173913043478,45598.0,0.3794151908098885,0.0844424726412305,,,,0.6208612213252721,1.0,False,False,False,0.037426341774167864,0.037426341774167864,negligenciável
Noroeste,ur_med,obitos_i60_i69,P95_vs_P50,,299,,0.0,,0.5652173913043478,44477.0,0.7174234380903266,0.07642083395162491,293.0,0.0,0.6416382252559727,0.8537931825207193,1.0,False,False,False,0.015375483694225348,0.015375483694225348,negligenciável
Noroeste,ur_med,obitos_i60_i64,P05_vs_P50,294.0,299,0.0,0.0,0.40476190476190477,0.3311036789297659,45703.5,0.29878236538294334,0.07365822583213888,,,,0.5515982130146647,1.0,False,False,False,0.03982663299433486,0.03982663299433486,negligenciável
Noroeste,ur_med,obitos_i60_i64,P95_vs_P50,,299,,0.0,,0.3311036789297659,44162.5,0.8282808104359066,0.037497003664090756,293.0,0.0,0.36860068259385664,0.9245925325796166,1.0,False,False,False,0.0081956921250585,0.0081956921250585,negligenciável
Norte,temp_med,internacoes_i60_i69,P05_vs_P50,293.0,249,3.0,2.0,3.061433447098976,2.6345381526104417,41073.0,0.010375751443694202,0.42689529448853447,,,,0.06791400944963479,1.0,False,True,False,0.12595090258645503,0.12595090258645503,negligenciável
Norte,temp_med,internacoes_i60_i69,P95_vs_P50,,249,,2.0,,2.6345381526104417,35539.5,0.5535200839046418,-0.17875583968527176,294.0,2.0,2.45578231292517,0.7519518120968719,1.0,False,False,False,-0.02905499549217277,0.02905499549217277,negligenciável
Norte,temp_med,internacoes_i60_i64,P05_vs_P50,293.0,249,2.0,2.0,2.8532423208191124,2.4698795180722892,40491.5,0.025083518759596874,0.3833628027468232,,,,0.1062360794524103,1.0,False,False,False,0.1100100058938827,0.1100100058938827,negligenciável
Norte,temp_med,internacoes_i60_i64,P95_vs_P50,,249,,2.0,,2.4698795180722892,34828.0,0.3219200705723133,-0.2283829194328333,294.0,2.0,2.241496598639456,0.5723023476841126,1.0,False,False,False,-0.048493292899489115,0.048493292899489115,negligenciável
Norte,temp_med,obitos_i60_i69,P05_vs_P50,293.0,249,1.0,1.0,1.3924914675767919,1.3253012048192772,37701.5,0.48284073736846034,0.06719026275751472,,,,0.7023137998086695,1.0,False,False,False,0.033526597859012845,0.033526597859012845,negligenciável
Norte,temp_med,obitos_i60_i69,P95_vs_P50,,249,,1.0,,1.3253012048192772,36533.0,0.968277217434432,0.021637570690926866,294.0,1.0,1.346938775510204,0.9888788603585689,1.0,False,False,False,-0.0019124115509657677,0.0019124115509657677,negligenciável
Norte,temp_med,obitos_i60_i64,P05_vs_P50,293.0,249,1.0,1.0,0.8327645051194539,0.8353413654618473,36428.0,0.9764025701656375,-0.002576860342393461,,,,0.9901547190412098,1.0,False,False,False,-0.0013843770988390422,0.0013843770988390422,negligenciável
Norte,temp_med,obitos_i60_i64,P95_vs_P50,,249,,1.0,,0.8353413654618473,34121.5,0.14083413618802007,-0.10745020899926228,294.0,1.0,0.7278911564625851,0.3324609116569654,1.0,False,False,False,-0.06779498948173647,0.06779498948173647,negligenciável
Norte,ur_med,internacoes_i60_i69,P05_vs_P50,293.0,289,2.0,2.0,2.7610921501706485,2.6816608996539792,42296.5,0.9834339301176332,0.07943125051666922,,,,0.9903110904681062,1.0,False,False,False,-0.0009920049127862347,0.0009920049127862347,negligenciável
Norte,ur_med,internacoes_i60_i69,P95_vs_P50,,289,,2.0,,2.6816608996539792,41435.5,0.6511554372409019,-0.050261582247836056,293.0,2.0,2.631399317406143,0.8083308876093954,1.0,False,False,False,-0.02132810562490405,0.02132810562490405,negligenciável
Norte,ur_med,internacoes_i60_i64,P05_vs_P50,293.0,289,2.0,2.0,2.5597269624573378,2.463667820069204,42556.5,0.9132097176206886,0.09605914238813362,,,,0.9460589880386989,1.0,False,False,False,0.005148977880652362,0.005148977880652362,negligenciável
Norte,ur_med,internacoes_i60_i64,P95_vs_P50,,289,,2.0,,2.463667820069204,40819.5,0.44560829805581825,-0.04387259822620093,293.0,2.0,2.419795221843003,0.6826339885110407,1.0,False,False,False,-0.03587751101243549,0.03587751101243549,negligenciável
Norte,ur_med,obitos_i60_i69,P05_vs_P50,293.0,289,1.0,1.0,1.3310580204778157,1.439446366782007,39871.5,0.20728331869100924,-0.10838834630419125,,,,0.438952910169196,1.0,False,False,False,-0.05826847904389622,0.05826847904389622,negligenciável
Norte,ur_med,obitos_i60_i69,P95_vs_P50,,289,,1.0,,1.439446366782007,40486.0,0.34344928376520034,-0.09132349988780897,293.0,1.0,1.348122866894198,0.5958638176167331,1.0,False,False,False,-0.04375450240325,0.04375450240325,negligenciável
Norte,ur_med,obitos_i60_i64,P05_vs_P50,293.0,289,0.0,1.0,0.7098976109215017,0.8131487889273357,39197.5,0.09317528865518786,-0.10325117800583394,,,,0.25802387627590484,1.0,False,False,False,-0.07418779597765628,0.07418779597765628,negligenciável
Norte,ur_med,obitos_i60_i64,P95_vs_P50,,289,,1.0,,0.8131487889273357,41793.5,0.7723873682624092,0.009376808342288934,293.0,1.0,0.8225255972696246,0.8969659760466687,1.0,False,False,False,-0.012872444701630903,0.012872444701630903,negligenciável
Serrana,temp_med,internacoes_i60_i69,P05_vs_P50,294.0,237,4.0,3.0,6.006802721088436,6.3924050632911396,36961.5,0.22309944185125774,-0.38560234220270395,,,,0.45894742323687304,1.0,False,False,False,0.060923103418582626,0.060923103418582626,negligenciável
Serrana,temp_med,internacoes_i60_i69,P95_vs_P50,,237,,3.0,,6.3924050632911396,36145.5,0.4119914214307714,-1.3651013090249275,293.0,4.0,5.027303754266212,0.6591862742892343,1.0,False,False,False,0.041042035684969974,0.041042035684969974,negligenciável
Serrana,temp_med,internacoes_i60_i64,P05_vs_P50,294.0,237,3.0,3.0,3.0170068027210886,2.9831223628691985,35165.0,0.8510198953866394,0.03388443985189005,,,,0.907754555079082,1.0,False,False,False,0.009357329429662161,0.009357329429662161,negligenciável
Serrana,temp_med,internacoes_i60_i64,P95_vs_P50,,237,,3.0,,2.9831223628691985,37583.0,0.09810090032188301,0.2762633026598116,293.0,3.0,3.25938566552901,0.2616024008583547,1.0,False,False,False,0.08244408922682565,0.08244408922682565,negligenciável
Serrana,temp_med,obitos_i60_i69,P05_vs_P50,294.0,237,2.0,1.0,1.965986394557823,1.641350210970464,38854.5,0.0191559101072823,0.324636183587359,,,,0.09194836851495504,1.0,False,True,False,0.11525876173254111,0.11525876173254111,negligenciável
Serrana,temp_med,obitos_i60_i69,P95_vs_P50,,237,,1.0,,1.641350210970464,30110.0,0.0066257670513237875,-0.31029219049264833,293.0,1.0,1.3310580204778157,0.0530061364105903,0.9541104553906254,False,True,False,-0.13278898633372216,0.13278898633372216,negligenciável
Serrana,temp_med,obitos_i60_i64,P05_vs_P50,294.0,237,1.0,1.0,1.1734693877551021,0.9789029535864979,39064.0,0.011692966857754979,0.1945664341686042,,,,0.06735148910066868,1.0,False,True,False,0.12127213754700192,0.12127213754700192,negligenciável
Serrana,temp_med,obitos_i60_i64,P95_vs_P50,,237,,1.0,,0.9789029535864979,31272.0,0.03497729300851666,-0.1939200184329143,293.0,1.0,0.7849829351535836,0.12914692803144612,1.0,False,False,False,-0.09932172635762734,0.09932172635762734,negligenciável
Serrana,ur_med,internacoes_i60_i69,P05_vs_P50,293.0,329,4.0,4.0,5.918088737201365,5.091185410334346,51785.0,0.10615674404163863,0.8269033268670185,,,,0.27793765712719937,1.0,False,False,False,0.0744110293888814,0.0744110293888814,negligenciável
Serrana,ur_med,internacoes_i60_i69,P95_vs_P50,,329,,4.0,,5.091185410334346,43378.0,0.029753590465552864,0.6323640777202613,293.0,3.0,5.723549488054608,0.11901436186221145,1.0,False,False,False,-0.10001348589686401,0.10001348589686401,negligenciável
Serrana,ur_med,internacoes_i60_i64,P05_vs_P50,293.0,329,3.0,3.0,3.1808873720136517,3.127659574468085,50282.5,0.34539552958356023,0.05322779754556661,,,,0.592106622143246,1.0,False,False,False,0.04323786009938069,0.04323786009938069,negligenciável
Serrana,ur_med,internacoes_i60_i64,P95_vs_P50,,329,,3.0,,3.127659574468085,40169.5,0.0002702979587166877,-0.636191997676276,293.0,2.0,2.491467576791809,0.004865363256900379,0.03892290605520303,True,True,True,-0.1665819475709825,0.1665819475709825,pequeno
Serrana,ur_med,obitos_i60_i69,P05_vs_P50,293.0,329,2.0,2.0,1.7372013651877134,1.8054711246200608,47340.0,0.6942969795950517,-0.06826975943234737,,,,0.840157689594012,1.0,False,False,False,-0.017811757627312054,0.017811757627312054,negligenciável
Serrana,ur_med,obitos_i60_i69,P95_vs_P50,,329,,2.0,,1.8054711246200608,47764.5,0.8421310436969194,-0.0443789744494123,293.0,2.0,1.7610921501706485,0.9257012999416518,1.0,False,False,False,-0.009004429598431486,0.009004429598431486,negligenciável
Serrana,ur_med,obitos_i60_i64,P05_vs_P50,293.0,329,1.0,1.0,1.0614334470989761,1.1033434650455927,46285.5,0.369195574228548,-0.04191001794661653,,,,0.6110823297575966,1.0,False,False,False,-0.039690031847464134,0.039690031847464134,negligenciável
Serrana,ur_med,obitos_i60_i64,P95_vs_P50,,329,,1.0,,1.1033434650455927,47595.5,0.7770980925523769,-0.00778032511385196,293.0,1.0,1.0955631399317407,0.8952170026203382,1.0,False,False,False,-0.012510762783074163,0.012510762783074163,negligenciável
