estratificacao,exposicao,contrast,n_extreme,n_ref,mean_extreme,mean_ref,mw_U,mw_p,cliffs_delta,sexo,faixa_etaria,desfecho,cid_grupo,macro_regiao,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.12345679012345678,0.1384070796460177,2934521.0,0.13408913098591674,-0.013515198883930447,1,<40,,,,0.49166014694836135,1.0,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.12173086067522587,0.1384070796460177,2926526.0,0.10004585787029333,-0.014799422653688998,1,<40,,,,0.43157036728361825,1.0,False,False,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.7730294396961064,0.7766371681415929,2997059.5,0.6039017787943791,0.0075080889830152365,1,40-59,,,,0.980504733097885,1.0,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.6842605801236329,0.7766371681415929,2871510.0,0.01978190858878551,-0.03332028833651042,1,40-59,,,,0.17763346487889028,1.0,False,False,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,1.513770180436847,1.6357522123893806,2943260.0,0.5004685084687056,-0.01057744833556043,1,60-79,,,,0.9024841955993052,1.0,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,1.5330480266286257,1.6357522123893806,2809773.5,0.0005366727513784228,-0.05410357727477392,1,60-79,,,,0.013118667255917002,0.23613601060650602,True,True,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.41452991452991456,0.33238938053097344,3015152.0,0.2736315766201989,0.013590163796653473,1,80+,,,,0.6802140887733757,1.0,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.29576795054683785,0.33238938053097344,2869003.0,0.004541588596398662,-0.03416425755031792,1,80+,,,,0.05123843544654901,1.0,False,True,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.0,0.0,2974725.0,,0.0,2,<40,,,,,,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.0,0.0,2970487.5,,0.0,2,<40,,,,,,False,False,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.0,0.0,2974725.0,,0.0,2,40-59,,,,,,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.0,0.0,2970487.5,,0.0,2,40-59,,,,,,False,False,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2106,2825,0.0,0.0,2974725.0,,0.0,2,60-79,,,,,,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,2103,2825,0.0,0.0,2970487.5,,0.0,2,60-79,,,,,,False,False,False
