estratificacao,exposicao,contrast,n_P05,n_P50,sexo,median_P05,median_P50,mean_P05,mean_P50,U_stat,p_value,mean_diff,n_P95,median_P95,mean_P95,faixa_etaria,desfecho,cid_grupo,macro_regiao,fdr_bh,bonferroni,sinal_bh_005,sinal_bh_010,sinal_bonf_005
sexo_faixa_etaria,ur_med,P95_vs_P50,,2825,3,,0.0,,1.2594690265486725,3548204.5,0.0007177066635081201,-0.10037811745776337,2640.0,0.0,1.1590909090909092,60-79,,,,0.007592581019217482,0.14425903936513215,True,True,False
sexo_faixa_etaria,ur_med,P05_vs_P50,2637.0,2825,3,0.0,0.0,0.6109215017064846,0.6169911504424779,3724073.5,0.988618043097167,-0.006069648735993249,,,,80+,,,,0.9935611333126529,1.0,False,False,False
sexo_faixa_etaria,ur_med,P95_vs_P50,,2825,3,,0.0,,0.6169911504424779,3593864.0,0.004482121571038423,-0.10524872620005365,2640.0,0.0,0.5117424242424242,80+,,,,0.034650247529950884,0.900906435778723,True,True,False
desfecho,temp_med,P05_vs_P50,2639.0,2189,,3.0,3.0,5.601364153088291,5.6518958428506165,2811948.0,0.1101002704129387,-0.050531689762325804,,,,,internacao,,,0.3457836617656356,1.0,False,False,False
desfecho,temp_med,P95_vs_P50,,2189,,,3.0,,5.6518958428506165,2799959.5,0.07864908545876786,0.6934552007926476,2635.0,3.0,6.345351043643264,,internacao,,,0.2725597616760748,1.0,False,False,False
desfecho,temp_med,P05_vs_P50,2639.0,2189,,1.0,1.0,2.9689276241000377,2.935130196436729,2868003.0,0.6636358025652095,0.03379742766330862,,,,,obito,,,0.8133585141195555,1.0,False,False,False
desfecho,temp_med,P95_vs_P50,,2189,,,1.0,,2.935130196436729,2657973.0,1.1903224390162904e-06,-0.19812829890352246,2635.0,1.0,2.7370018975332067,,obito,,,7.975160341409146e-05,0.00023925481024227437,True,True,True
desfecho,ur_med,P05_vs_P50,2637.0,2825,,3.0,3.0,5.615851346226773,5.587256637168141,3734612.5,0.8646872229803026,0.028594709058631373,,,,,internacao,,,0.9445768033643523,1.0,False,False,False
desfecho,ur_med,P95_vs_P50,,2825,,,3.0,,5.587256637168141,3472535.0,9.047729990080048e-06,-0.5868778492893538,2640.0,2.0,5.0003787878787875,,internacao,,,0.00036371874560121794,0.0018185937280060897,True,True,True
desfecho,ur_med,P05_vs_P50,2637.0,2825,,1.0,1.0,2.83996966249526,2.989380530973451,3610271.0,0.04217916763920776,-0.14941086847819118,,,,,obito,,,0.20185744513049425,1.0,False,False,False
desfecho,ur_med,P95_vs_P50,,2825,,,1.0,,2.989380530973451,3702437.0,0.638447909746815,-0.2484714400643604,2640.0,1.0,2.7409090909090907,,obito,,,0.8226155760199347,1.0,False,False,False
cid_grupo,temp_med,P05_vs_P50,2238.0,1820,,3.0,3.0,5.511170688114388,5.6752747252747255,1930227.5,0.0036805195894911357,-0.16410403716033795,,,,,,I64_nao_especificado,,0.02959137749950873,0.7397844374877183,True,True,False
cid_grupo,temp_med,P95_vs_P50,,1820,,,3.0,,5.6752747252747255,1902419.0,0.05162376392277375,-0.2341118272590359,2167.0,3.0,5.44116289801569,,,I64_nao_especificado,,0.23058614552172274,1.0,False,False,False
cid_grupo,temp_med,P05_vs_P50,1402.0,1170,,2.0,2.0,3.674750356633381,3.6982905982905985,809460.0,0.5450299079607313,-0.023540241657217464,,,,,,I65-I69_outros,,0.7352416879201811,1.0,False,False,False
cid_grupo,temp_med,P95_vs_P50,,1170,,,2.0,,3.6982905982905985,769884.0,0.12663791880538908,2.1158166757725905,1361.0,2.0,5.814107274063189,,,I65-I69_outros,,0.3743267894100471,1.0,False,False,False
cid_grupo,temp_med,P05_vs_P50,1450.0,1195,,2.0,2.0,2.846896551724138,2.7548117154811718,852556.5,0.4492433973097547,0.09208483624296626,,,,,,I60-I62_hemorragico,,0.6639553151416228,1.0,False,False,False
cid_grupo,temp_med,P95_vs_P50,,1195,,,2.0,,2.7548117154811718,754457.5,0.01648073507972396,-0.2897478537230951,1331.0,1.0,2.4650638617580767,,,I60-I62_hemorragico,,0.09464650717212902,1.0,False,True,False
cid_grupo,temp_med,P05_vs_P50,570.0,531,,1.0,1.0,1.7596491228070175,1.5988700564971752,155475.0,0.36340799794320866,0.1607790663098423,,,,,,I63_isquemico,,0.6036777486494623,1.0,False,False,False
cid_grupo,temp_med,P95_vs_P50,,531,,,1.0,,1.5988700564971752,154782.5,0.6436446997878273,0.048086465241955256,575.0,1.0,1.6469565217391304,,,I63_isquemico,,0.8240292016391929,1.0,False,False,False
cid_grupo,ur_med,P05_vs_P50,2179.0,2335,,3.0,3.0,5.769160165213401,5.8659528907922915,2526069.5,0.6782302858159845,-0.09679272557889096,,,,,,I64_nao_especificado,,0.8212306472832103,1.0,False,False,False
cid_grupo,ur_med,P95_vs_P50,,2335,,,3.0,,5.8659528907922915,2332098.5,3.0117347831520456e-05,-0.7571156814899656,2150.0,3.0,5.108837209302326,,,I64_nao_especificado,,0.0008647981305908017,0.0060535869141356115,True,True,True
cid_grupo,ur_med,P05_vs_P50,1395.0,1498,,2.0,2.0,3.6114695340501792,3.4018691588785046,1046791.5,0.9268615225053625,0.20960037517167462,,,,,,I65-I69_outros,,0.965280652971906,1.0,False,False,False
